age,plot,genus,species,spcode,Abund.n,biomass,basal.area,SLA,LDMC,LPC,CN,d15N,d13C,plot total abund,total plot biomass,total plot basal area
15,3,Genipa,americana,gename,8,48.93528642,179.47125,97.55670091,0.355497561,0.07890012,29.69221106,1.056697788,-28.80841911,443,6661.028209,22043.40075
15,3,Machaerium,biovulatum,macbio,1,187.4958795,689.999625,,,,,,,443,6661.028209,22043.40075
15,3,Miconia,argentea ,micarg,1,3.334219075,13.8915,,,,,,,443,6661.028209,22043.40075
15,3,Quercus ,oleoides,queoli,80,3.334219075,13.8915,70.09643198,0.562243868,0.064410414,38.19671618,3.168315115,-28.84866035,443,6661.028209,22043.40075
15,3,Rehdera,trinervis,rehtri,88,3241.865383,9991.067625,87.88852486,0.353481091,0.084845667,35.84856909,-0.061839817,-28.04074562,443,6661.028209,22043.40075
15,3,Roupala,montana,roumon,3,1054.577945,3636.131625,,,,,,,443,6661.028209,22043.40075
15,3,Semialarium,mexicanum,hemmex,25,26.4136849,94.901625,76.84079201,0.340035872,,,,,443,6661.028209,22043.40075
15,3,Simarouba,glauca,simgla,1,1.048466198,4.921875,,,,,,,443,6661.028209,22043.40075
15,3,Tetracera,volubilis,tetvol,9,13.47363914,60.708375,186.2528116,0.284027828,0.098177906,21.45891913,-0.402234415,-31.06882935,443,6661.028209,22043.40075
15,4,Acacia,collinsii,acacol,14,26.17938244,114.4395,,,,,,,230,1720.107959,6212.532375
15,4,Acacia,farnesiana ,antless,14,2.220342403,9.646875,,,,,,,230,1720.107959,6212.532375
15,4,Alibertia ,edulis,aliedu,1,21.08808441,94.8465,,,,,,,230,1720.107959,6212.532375
15,4,Bursera,tomentosa,byrtom,2,1480.011201,5257.483875,103.0280732,0.37970257,0.140520352,24.31299706,1.690945082,-29.83021645,230,1720.107959,6212.532375
15,4,Byrsonima,crassifolia,Byrcra,157,9.87814691,38.19375,62.58827712,0.571635843,0.036470707,30.14016448,-0.185622706,-27.95205933,230,1720.107959,6212.532375
15,4,Cochlospermum,vitifolium,cocvit,1,5.140788146,20.482875,124.6701107,0.323382057,0.074483002,23.38010567,-0.99147953,-29.00928169,230,1720.107959,6212.532375
15,4,Cordia,guanacastensis ,corgua,4,94.82874481,346.9725,152.629275,0.251800462,0.094338925,18.51188674,2.814330802,-30.03897339,230,1720.107959,6212.532375
15,4,Curatella,americana,curame,13,2.096932395,9.84375,86.61786448,0.375829896,0.070288794,23.26750494,-0.646118774,-27.54942184,230,1720.107959,6212.532375
15,4,Genipa,americana,gename,1,1.048466198,4.921875,109.1394481,0.324829551,0.066793488,22.12311852,0.879830232,-28.82071358,230,1720.107959,6212.532375
15,4,Rehdera,trinervis,rehtri,21,71.78883344,291.0915,72.10854995,0.458132205,0.071150557,21.76696025,1.14109479,-27.71406227,230,1720.107959,6212.532375
15,4,Roupala,montana,roumon,2,5.827037142,24.609375,,,,,,,230,1720.107959,6212.532375
24,5,Acacia,collinsii,acacol,14,38.32735184,161.64225,,,,,,,234,10488.71158,29405.7225
24,5,Acosmium,panamense,acopan,2,49.23791141,161.091,,,,,,,234,10488.71158,29405.7225
24,5,Agonandra,macrocarpa,agomac,1,1.048466198,4.921875,,,,,,,234,10488.71158,29405.7225
24,5,Alibertia ,edulis,aliedu,9,20.99331087,89.404875,118.9277714,0.410829299,0.056666818,27.25942388,2.478744493,-31.37884384,234,10488.71158,29405.7225
24,5,Annona,purpurea,annpur,2,4.877564837,20.986875,,,,,,,234,10488.71158,29405.7225
24,5,Annona,reticulata,annret,18,189.724958,673.45425,315.7702,,0.153519,12.60584139,,,234,10488.71158,29405.7225
24,5,Bauhinia,ungulata,bauung,3,11.90649011,47.89575,333.6234154,0.482034919,0.118806527,14.16902963,1.602123306,-31.30367332,234,10488.71158,29405.7225
24,5,Bursera,simaruba,bursim,1,36.61310935,119.140875,155.5543839,0.297225543,0.136446743,19.18765144,-0.076740282,-30.28958015,234,10488.71158,29405.7225
24,5,Casearia,arguta,casarg,2,36.27619523,126,,,,,,,234,10488.71158,29405.7225
24,5,Casearia,sylvestris ,cassyl,30,109.4738428,446.2605,135.878923,0.458332952,0.125167976,19.25712303,2.884079509,-29.93444351,234,10488.71158,29405.7225
24,5,Casearia,tremula ,castre,2,52.00493679,175.305375,,,,,,,234,10488.71158,29405.7225
24,5,Chomelia,spinosa,chospi,8,135.4066136,457.14375,304,,0.081325,14.35588127,,,234,10488.71158,29405.7225
24,5,Cochlospermum,vitifolium,cocvit,10,1707.683238,4442.6655,175.2968425,0.249360991,0.074483002,23.38010567,-0.99147953,-29.00928169,234,10488.71158,29405.7225
24,5,Cordia,panamensis,corpan,5,61.5464275,221.7285,144.6944,,0.105568,16.07364117,,,234,10488.71158,29405.7225
24,5,Genipa,americana,gename,6,35.71078221,137.458125,273.3054913,0.292235255,0.160056286,17.90949475,2.51211864,-31.79165161,234,10488.71158,29405.7225
24,5,Hirtella,racemosa,hirrac,20,274.092299,1026.892125,133.7668889,,0.065015,29.12846883,,,234,10488.71158,29405.7225
24,5,Jacquinia,nervosa,jacner,1,673.7521595,1815.919875,,,,,,,234,10488.71158,29405.7225
24,5,Luehea,speciosa,luespe,3,1.244770846,5.740875,291.4832135,0.402594282,0.08979319,20.21650234,0.669369907,-30.86390549,234,10488.71158,29405.7225
24,5,Quercus ,oleoides,queoli,46,661.1678989,1713.765375,77.35737136,0.483367382,0.064410414,38.19671618,3.168315115,-28.84866035,234,10488.71158,29405.7225
24,5,Randia , karstenii,rancar,1,5869.024613,15926.4315,,,,,,,234,10488.71158,29405.7225
24,5,Rehdera,trinervis,rehtri,1,3.888768766,15.946875,,,,,,,234,10488.71158,29405.7225
24,5,Semialarium,mexicanum,hemmex,26,107.050962,311.857875,126.9134459,0.299600997,,,,,234,10488.71158,29405.7225
24,5,Spondias ,mombin,spomom,8,362.1278459,1115.415,,,0.113745,18.8,3.4,-30.3,234,10488.71158,29405.7225
24,5,Tabebuea,rosea,tabros,1,6.587932523,25.585875,,,,,,,234,10488.71158,29405.7225
24,5,Tetracera,volubilis,tetvol,14,38.94313563,163.067625,186.2528116,0.284027828,0.098177906,21.45891913,-0.402234415,-31.06882935,234,10488.71158,29405.7225
27,6,Acacia,collinsii,acacol,34,178.7524538,681.037875,,,,,,,154,3227.482973,9708.496875
27,6,Acosmium,panamense,acopan,1,118.148837,340.704,,,,,,,154,3227.482973,9708.496875
27,6,Acrocomia,vinifera,acrvin,1,628.1273193,1524.6,,,,,,,154,3227.482973,9708.496875
27,6,Alibertia ,edulis,aliedu,2,274.5318374,738.336375,118.9277714,0.410829299,0.056666818,27.25942388,2.478744493,-31.37884384,154,3227.482973,9708.496875
27,6,Bauhinia,ungulata,bauung,2,5.946801679,24.64875,333.6234154,0.482034919,0.118806527,14.16902963,1.602123306,-31.30367332,154,3227.482973,9708.496875
27,6,Byrsonima,crassifolia,Byrcra,12,205.4181754,704.111625,112.5877982,0.375093158,0.093255023,24.76768201,2.060874515,-29.07279877,154,3227.482973,9708.496875
27,6,Casearia,nitida,casnit,6,40.66608711,152.940375,183.5484068,0.359720147,0.104477478,20.19702831,-0.21282308,-30.80241852,154,3227.482973,9708.496875
27,6,Cedrela,odorata,cedodo,1,34.65152822,113.4,,,,,,,154,3227.482973,9708.496875
27,6,Chomelia,spinosa,chospi,9,159.6687862,538.57125,304,,0.081325,,,,154,3227.482973,9708.496875
27,6,Cochlospermum,vitifolium,cocvit,1,46.56237014,147.805875,175.2968425,0.249360991,0.074483002,23.38010567,-0.99147953,-29.00928169,154,3227.482973,9708.496875
27,6,Cordia,guanacastensis ,corgua,23,85.66835744,345.011625,183.5879481,0.263956554,0.101045452,16.96326869,0.142188721,-30.5516787,154,3227.482973,9708.496875
27,6,Cornutia,grandifolia,corgra,10,38.65815678,149.26275,169.4163,,0.213019,,,,154,3227.482973,9708.496875
27,6,Crescentia,alata,creala,7,684.4179097,1771.44975,93.77833057,0.429582311,0.098789998,20.23471448,1.91254174,-27.02745728,154,3227.482973,9708.496875
27,6,Enterolobium,cyclocarpum,entcyc,3,44.76699692,176.652,183.3333,,0.205832,,,,154,3227.482973,9708.496875
27,6,Guazuma,ulmifolia,guaulm,40,532.6057122,1878.45525,123.4493489,0.404943663,0.107177005,19.05188302,1.879844658,-29.99211029,154,3227.482973,9708.496875
27,6,Samanea ,saman,samsam,1,147.8431777,416.5875,,,,,,,154,3227.482973,9708.496875
27,6,Trichilia,trifolia,tritri,1,1.048466198,4.921875,248.3663558,0.297703367,0.172061679,19.02634415,-0.183657186,-29.71999817,154,3227.482973,9708.496875
30,7,Acacia,collinsii,acacol,10,334.1471834,912.247875,,,,,,,237,18429.41726,43814.61
30,7,Acosmium,panamense,acopan,1,4.284759371,17.395875,,,,,,,237,18429.41726,43814.61
30,7,Agonandra,macrocarpa,agomac,14,903.942755,2598.246,75.36313,,0.422022,7.395088716,,,237,18429.41726,43814.61
30,7,Alibertia ,edulis,aliedu,7,24.53117867,95.641875,118.9277714,0.410829299,0.056666818,27.25942388,2.478744493,-31.37884384,237,18429.41726,43814.61
30,7,Allophyllusc,occidentalisc,allocc,12,85.45738686,322.095375,191.3235203,0.344033651,0.145532293,15.5365365,-0.37270136,-31.19787102,237,18429.41726,43814.61
30,7,Annona,reticulata,annret,1,1.349928058,6.174,,,,,,,237,18429.41726,43814.61
30,7,Bursera,simaruba,bursim,3,374.6764939,1010.97675,155.5543839,0.297225543,0.136446743,19.18765144,-0.076740282,-30.28958015,237,18429.41726,43814.61
30,7,Bursera,tomentosa,burtom,2,19.5307234,71.512875,103.0280732,0.37970257,0.140520352,24.31299706,1.690945082,-29.83021645,237,18429.41726,43814.61
30,7,Casearia,nitida,casnit,15,92.93271963,354.997125,183.5484068,0.359720147,0.104477478,20.19702831,-0.21282308,-30.80241852,237,18429.41726,43814.61
30,7,Casearia,tremula ,castre,8,64.59967821,241.6365,,,,,,,237,18429.41726,43814.61
30,7,Chomelia,spinosa,chospi,5,65.6302683,230.56425,,,,,,,237,18429.41726,43814.61
30,7,Cordia,alliodora,corall,13,7255.74014,14366.56725,168.4721591,0.347336914,0.124137507,12.34218733,5.718750343,-30.60974556,237,18429.41726,43814.61
30,7,Cordia,guanacastensis ,corgua,4,139.4494836,466.9245,191.4657306,0.268188001,0.127904439,15.8514478,-0.357093643,-30.40742378,237,18429.41726,43814.61
30,7,Cordia,panamensis,corpan,7,33.37683028,109.6515,,,,,,,237,18429.41726,43814.61
30,7,Enterolobium,cyclocarpum,entcyc,1,152.1780161,427.525875,,,,,,,237,18429.41726,43814.61
30,7,Guazuma,ulmifolia,guaulm,6,34.65152822,113.4,123.4493489,0.404943663,0.107177005,19.05188302,1.879844658,-29.99211029,237,18429.41726,43814.61
30,7,Guettarda,macrosperma ,guamac,1,1124.011451,3019.062375,,,,,,,237,18429.41726,43814.61
30,7,Jacquinia,nervosa,jacner,1,1.048466198,4.921875,,,,,,,237,18429.41726,43814.61
30,7,Karwinskia,caldronii ,karcal,1,11.09174001,40.824,,,,,,,237,18429.41726,43814.61
30,7,Luehea,speciosa,luespe,4,187.5583986,586.54575,358.1541193,0.370455603,0.129055802,15.67545048,6.124545918,-31.35644585,237,18429.41726,43814.61
30,7,Maclura,tinctoria,mactin,3,31.26326225,112.0455,318.4322556,0.278795374,0.130772201,11.3738864,6.797493324,-30.29689079,237,18429.41726,43814.61
30,7,Malvaviscus,arboreus,malarb,1,3.513847182,14.560875,254.9201871,0.204740585,0.136657569,13.28793774,7.480052338,-31.1014505,237,18429.41726,43814.61
30,7,Manilkara,chicle,manchi,1,3.334219075,13.8915,,,,,,,237,18429.41726,43814.61
30,7,Pithecellobium,dulce,pitdul,1,34.65152822,113.4,,,,,,,237,18429.41726,43814.61
30,7,Randia,subcordata,ransub,18,297.8150383,921.627,206.9062462,0.396750924,0.121153666,19.61128205,3.035935583,-30.53636444,237,18429.41726,43814.61
30,7,Simarouba,glauca,simgla,3,75.20403075,240.849,,,,,,,237,18429.41726,43814.61
30,7,Spondias ,mombin,spomom,6,4508.581576,9957.19725,,,,,,,237,18429.41726,43814.61
30,7,Stemmadenia,obovata,steobo,15,111.1796313,416.25675,296.4793827,0.207726682,,10.68028475,4.565335178,-28.09567101,237,18429.41726,43814.61
30,7,Tabebuea,ochracea,taboch,39,251.1557195,907.900875,198.4982298,0.420794579,0.165496623,11.51223092,-0.160565959,-30.04545288,237,18429.41726,43814.61
30,7,Tabebuea,rosea,tabros,1,377.0682393,964.6875,,,,,,,237,18429.41726,43814.61
30,7,Tetracera,volubilis,tetvol,7,27.84421503,111.90375,216.9031845,0.359270861,0.098177906,21.45891913,-0.402234415,-31.06882935,237,18429.41726,43814.61
30,7,Trichilia,americana,triame,11,1658.18711,4556.199375,174.4647934,0.325578092,0.156498757,18.25160291,0.142031444,-29.66927795,237,18429.41726,43814.61
30,7,Trichilia,trifolia,tritri,14,86.58533096,321.607125,248.3663558,0.297703367,0.172061679,19.02634415,-0.183657186,-29.71999817,237,18429.41726,43814.61
30,7,Xylosma,flexuosa,xylfle,1,52.84438635,165.571875,,,,,,,237,18429.41726,43814.61
40,8,Acacia,collinsii,acacol,8,26.40197006,109.186875,,,,,,,257,23366.11253,50401.83488
40,8,Bursera,simaruba,bursim,2,21.16751609,78.285375,155.5543839,0.297225543,0.136446743,19.18765144,-0.076740282,-30.28958015,257,23366.11253,50401.83488
40,8,Casearia,sylvestris ,cassyl,144,1144.776006,4240.522125,126.1685048,0.515212888,0.070796632,16.04419008,6.527505264,-29.50438553,257,23366.11253,50401.83488
40,8,Cestrum,,cestrum,2,24.32137721,88.65675,,,,,,,257,23366.11253,50401.83488
40,8,Cordia,alliodora,corall,8,871.5424143,2377.57275,168.4721591,0.347336914,0.124137507,12.34218733,5.718750343,-30.60974556,257,23366.11253,50401.83488
40,8,Cornutia,grandifolia,corgra,1,6.848455526,26.4915,,,,,,,257,23366.11253,50401.83488
40,8,Cupania,guatemalensis,cupgua,22,227.8775679,819.070875,102.202984,0.522478777,0.08889318,24.33552311,5.684452229,-29.58948807,257,23366.11253,50401.83488
40,8,Diospyros,nicaraguensis,dionic,2,6.276479886,25.995375,,,,,,,257,23366.11253,50401.83488
40,8,Enterolobium,cyclocarpum,entcyc,1,14897.29471,26085.15,,,,,,,257,23366.11253,50401.83488
40,8,Guazuma,ulmifolia,guaulm,42,3673.209752,10408.74188,166.1731279,0.406269338,0.151475277,15.40113235,5.098419056,-30.74013191,257,23366.11253,50401.83488
40,8,Luehea,speciosa,luespe,2,105.8734096,329.06475,358.1541193,0.370455603,0.129055802,15.67545048,6.124545918,-31.35644585,257,23366.11253,50401.83488
40,8,Maclura,tinctoria,mactin,4,1110.472923,2730.994875,318.4322556,0.278795374,0.130772201,11.3738864,6.797493324,-30.29689079,257,23366.11253,50401.83488
40,8,Malvaviscus,arboreus,malarb,9,1118.459844,2638.180125,254.9201871,0.204740585,0.136657569,13.28793774,7.480052338,-31.1014505,257,23366.11253,50401.83488
40,8,Piper,,piper,4,45.1676196,161.26425,,,,,,,257,23366.11253,50401.83488
40,8,Simarouba,glauca,simgla,3,11.49739227,46.935,70.69583284,0.420351191,0.068641621,25.36419371,5.986121521,-26.62840324,257,23366.11253,50401.83488
40,8,Thouinidium,decandrum,thodec,3,74.92509458,235.722375,,,,,,,257,23366.11253,50401.83488
40,9,Acacia,collinsii,acacol,9,38.04856917,153.51525,,,,,,,153,12344.25551,31021.69613
40,9,Alibertia ,edulis,aliedu,5,6.88286646,31.311,119.9696862,0.450105705,0.08788203,35.22366795,2.691600266,-31.07832611,153,12344.25551,31021.69613
40,9,Bauhinia,ungulata,bauung,4,155.5225233,494.31375,333.6234154,0.482034919,0.118806527,14.16902963,1.602123306,-31.30367332,153,12344.25551,31021.69613
40,9,Bursera,simaruba,bursim,2,10.03165909,39.942,155.5543839,0.297225543,0.136446743,19.18765144,-0.076740282,-30.28958015,153,12344.25551,31021.69613
40,9,Calycophyllum,candidissimum,calcan,9,1866.225669,4372.318125,216.1731376,0.23139993,0.24216852,21.39758979,4.5951826,-29.67232216,153,12344.25551,31021.69613
40,9,Capparis ,frondosa,capfro,7,10.8537395,48.801375,76.12251311,0.667512788,0.09051996,18.76201788,5.191691341,-30.5219754,153,12344.25551,31021.69613
40,9,Casearia,nitida,casnit,23,118.6611084,462.081375,226.2130154,0.293503823,0.200834159,17.14425694,4.39293808,-29.8491143,153,12344.25551,31021.69613
40,9,Ceiba,pentandra,ceipan,1,326.2472695,847.224,,,,,,,153,12344.25551,31021.69613
40,9,Chomelia,spinosa,chospi,1,9.135476197,34.3035,,,,,,,153,12344.25551,31021.69613
40,9,Genipa,americana,gename,6,24.81695146,98.933625,273.3054913,0.292235255,0.160056286,17.90949475,2.51211864,-31.79165161,153,12344.25551,31021.69613
40,9,Guazuma,ulmifolia,guaulm,31,2854.241484,7785.453375,162.393533,0.38093367,0.146112168,16.38524254,5.083181801,-30.92467201,153,12344.25551,31021.69613
40,9,Hymenaea,courbaril,hymcou,1,126.2794247,445.536,,,,,,,153,12344.25551,31021.69613
40,9,Maclura,tinctoria,mactin,1,2.220342403,9.646875,318.4322556,0.278795374,0.130772201,11.3738864,6.797493324,-30.29689079,153,12344.25551,31021.69613
40,9,Malpighia,glabra,malgla,1,7.386275503,28.35,,,,,,,153,12344.25551,31021.69613
40,9,Malvaviscus,arboreus,malarb,9,1797.256012,3914.071875,202.3426031,0.240155952,0.157993021,16.67204416,4.240642967,-31.31859482,153,12344.25551,31021.69613
40,9,Pisonia,macranthocarpa,pismac,8,227.4288668,612.997875,,,,,,,153,12344.25551,31021.69613
40,9,Randia,subcordata,ransub,5,36.79301948,146.167875,277.9335328,0.316339777,0.121153666,19.61128205,3.035935583,-30.53636444,153,12344.25551,31021.69613
40,9,Semialarium,mexicanum,hemmex,17,141.2543134,497.156625,,,0.090204,20.19634823,,,153,12344.25551,31021.69613
40,9,Spondias ,mombin,spomom,8,3876.706164,9284.01075,,,0.113745,18.8,3.4,-30.3,153,12344.25551,31021.69613
40,9,Stemmadenia,obovata,steobo,1,1.818162373,8.064,185.881,,0.178896,10.20968157,,,153,12344.25551,31021.69613
40,9,Tabebuea,rosea,tabros,1,700.3253058,1680.8715,,,,,,,153,12344.25551,31021.69613
40,9,Tetracera,volubilis,tetvol,2,5.071842707,21.7035,216.9031845,0.359270861,0.098177906,21.45891913,-0.402234415,-31.06882935,153,12344.25551,31021.69613
40,9,Thouinidium,decandrum,thodec,1,1.048466198,4.921875,,,,,,,153,12344.25551,31021.69613
60,10,Acacia,collinsii,acacol,1,2.220342403,9.646875,,,,,,,248,10830.38942,30046.3695
60,10,Acosmium,panamense,acopan,2,6.062989003,25.452,297.0769,,0.084494,12.91267194,,,248,10830.38942,30046.3695
60,10,Alibertia ,edulis,aliedu,2,4.908668128,20.979,126.5703198,0.459742948,0.049039196,24.19614711,1.657886848,-33.16398102,248,10830.38942,30046.3695
60,10,Allophyllusc,occidentalisc,allocc,7,34.32016389,134.497125,209.9437764,0.359100228,0.162861202,11.78228473,0.632992104,-32.42396408,248,10830.38942,30046.3695
60,10,Annona,purpurea ,annpur,1,12.51303113,45.486,363.9125683,,0.103011769,18.7,-0.1,-31.5,248,10830.38942,30046.3695
60,10,Annona,reticulata,annret,9,145.7805306,495.2745,315.7702,,0.153519,12.60584139,,,248,10830.38942,30046.3695
60,10,Piper,,piper,2,3.148898107,14.175,,,,,,,248,10830.38942,30046.3695
60,10,Tetracera,volubilis,tetvol,12,47.34583367,190.953,214.0071948,0.366752337,0.109598959,16.57052126,0.693435029,-32.86169678,248,10830.38942,30046.3695
60,10,Tabebuea,ochracea,taboch,39,483.7130268,1707.843375,250.4885737,0.380445551,0.156477776,11.38577505,0.608653508,-31.18511681,248,10830.38942,30046.3695
60,10,Brosimum ,alicastrum,broali,2,23.75935297,86.506875,94.67005,,0.137768,15.5931536,,,248,10830.38942,30046.3695
60,10,Bursera,simaruba,bursim,2,30.95513214,106.162875,136.9189,,0.114525,19.5800101,,,248,10830.38942,30046.3695
60,10,Casearia,nitida,casnit,2,7.402615948,30.50775,182.8060425,0.333676846,0.128382657,16.30502496,3.17633646,-30.51458839,248,10830.38942,30046.3695
60,10,Casearia,sylvestris ,cassyl,25,250.1903067,896.923125,187.0259948,0.372758373,0.082613197,15.64706476,1.753426299,-31.27154022,248,10830.38942,30046.3695
60,10,Cecropia,peltata,cecpel,1,50.43722941,158.7915,,,,,,,248,10830.38942,30046.3695
60,10,Chomelia,spinosa,chospi,1,1.818162373,8.064,,,,,,,248,10830.38942,30046.3695
60,10,Cordia,panamensis,corpan,16,318.5036781,1056.96675,144.6944,,0.105568,16.07364117,,,248,10830.38942,30046.3695
60,10,Cupania,guatemalensis,cupgua,8,35.06999554,140.679,160.7786836,0.470604537,0.111535669,18.5430729,1.801078484,-32.04766899,248,10830.38942,30046.3695
60,10,Enterolobium,cyclocarpum,entcyc,2,1601.881856,3791.379375,,,,,,,248,10830.38942,30046.3695
60,10,Guettarda,macrosperma ,guamac,2,8.352906711,33.744375,,,,,,,248,10830.38942,30046.3695
60,10,Guazuma,ulmifolia,guaulm,3,990.4596815,2513.471625,,,,,,,248,10830.38942,30046.3695
60,10,Hirtella,racemosa,hirrac,1,2.513263701,10.780875,,,,,,,248,10830.38942,30046.3695
60,10,Hymenaea,courbaril,hymcou,13,690.0615724,2094.00975,144.7412089,0.473490755,0.099555734,19.65266308,0.958379165,-31.15389923,248,10830.38942,30046.3695
60,10,Inga,vera,ingver,2,9.92915454,38.82375,,,,,,,248,10830.38942,30046.3695
60,10,Jacquinia,nervosa,jacner,1,3.334219075,13.8915,,,,,,,248,10830.38942,30046.3695
60,10,Luehea,speciosa,luespe,39,1586.467523,4738.678875,236.6249694,0.452931455,0.095137069,18.28149415,0.839142258,-30.66728073,248,10830.38942,30046.3695
60,10,Lonchocarpus ,rugosus,lonrug,1,2.513263701,10.780875,,,,,,,248,10830.38942,30046.3695
60,10,Maclura,tinctoria,mactin,2,7.587456633,31.192875,,,,,,,248,10830.38942,30046.3695
60,10,Malvaviscus,arboreus,malarb,15,38.62060775,163.485,230.3860938,0.257210392,0.147109386,13.02330571,1.649020069,-32.24762634,248,10830.38942,30046.3695
60,10,Manilkara,chicle,manchi,5,48.57202695,174.675375,113.5299585,0.446487271,0.068106239,23.07322166,1.520210848,-31.97048813,248,10830.38942,30046.3695
60,10,Miconia,argentea ,micarg,6,90.52223337,314.330625,111.4554721,0.393048702,0.073366025,19.93380189,2.094121389,-31.20288757,248,10830.38942,30046.3695
60,10,Ocotea,veraguensis,ocover,2,7.821572366,31.76775,158.8780528,0.501187658,0.080339716,17.08644444,1.700431101,-34.08454422,248,10830.38942,30046.3695
60,10,Pseudobombax,,pseudobom,2,434.1997529,1165.381875,,,,,,,248,10830.38942,30046.3695
60,10,Randia,subcordata,ransub,2,3.268337443,14.655375,,,,,,,248,10830.38942,30046.3695
60,10,Samanea ,saman,samsam,1,1045.7437,2408.245875,,,,,,,248,10830.38942,30046.3695
60,10,Simarouba,glauca,simgla,7,68.93254249,250.700625,103.9894771,0.436934946,0.064591131,21.75785208,2.196241007,-30.70708138,248,10830.38942,30046.3695
60,10,Spondias ,mombin,spomom,10,2731.457793,7117.464375,,,0.113745,18.8,3.4,-30.3,248,10830.38942,30046.3695
60,11,Acacia,collinsii,acacol,2,3.794791457,16.734375,,,,,,,154,11129.58941,27010.04513
60,11,Allophyllusc,occidentalisc,allocc,7,51.4718526,195.41025,209.9437764,0.359100228,0.162861202,11.78228473,0.632992104,-32.42396408,154,11129.58941,27010.04513
60,11,Annona,purpurea ,annpur,1,51.23273935,161.035875,,,,,,,154,11129.58941,27010.04513
60,11,Calycophyllum,candidissimum,calcan,22,1827.714143,5214.1005,216.1731376,0.23139993,0.24216852,21.39758979,4.5951826,-29.67232216,154,11129.58941,27010.04513
60,11,Capparis ,frondosa,capfro,3,6.571453227,28.55475,104.1500039,0.499944008,0.083377459,17.7591168,6.726022663,-31.88663757,154,11129.58941,27010.04513
60,11,Casearia,sylvestris ,cassyl,7,24.79075834,101.871,148.6239424,0.430533021,0.09285262,22.6840519,1.796420279,-31.05020035,154,11129.58941,27010.04513
60,11,Chomelia,spinosa,chospi,1,37.28022905,121.086,,,,,,,154,11129.58941,27010.04513
60,11,Coccoloba ,guanacastensis,cocgua,1,16.48465113,58.2435,108.4407232,0.494196259,0.066395027,23.21391076,3.23244113,-31.73436821,154,11129.58941,27010.04513
60,11,Cochlospermum,vitifolium,cocvit,1,199.3652829,544.705875,,,,,,,154,11129.58941,27010.04513
60,11,Cornutia,,cornutia,1,1.94730644,8.575875,,,,,,,154,11129.58941,27010.04513
60,11,Cordia,panamensis,corpan,1,5.140788146,20.482875,,,,,,,154,11129.58941,27010.04513
