MsID,Year,HandlingEditorSex,ReviewerSex,ReviewerRegion,ReviewerInvited,ReviewerAgreed,ReviewerScore,FinalDecision
11,2004,m,m,Europe,1,1,3,1
11,2004,m,m,Europe,1,1,4,1
11,2004,m,m,Europe,0,0,0,1
11,2004,m,f,Europe,1,0,0,1
11,2004,m,m,Europe,0,0,0,1
12,2004,m,m,NorthAmerica,1,1,2,1
12,2004,m,m,LatinAmerica,1,1,0,1
12,2004,m,m,UnitedKingdom,0,0,0,1
12,2004,m,m,NorthAmerica,0,0,0,1
13,2004,m,m,NorthAmerica,1,1,2,0
13,2004,m,m,Asia,1,1,3,0
13,2004,m,m,Asia,0,0,0,0
13,2004,m,f,Asia,0,0,0,0
13,2004,m,m,Asia,0,0,0,0
13,2004,m,m,Europe,0,0,0,0
14,2004,m,m,UnitedKingdom,0,0,0,1
15,2004,m,m,Asia,1,1,3,1
15,2004,m,m,NorthAmerica,1,1,3,1
15,2004,m,m,Europe,0,0,0,1
15,2004,m,m,Europe,0,0,0,1
16,2004,m,0,0,0,0,0,0
17,2004,m,0,0,0,0,0,1
18,2004,m,0,0,0,0,0,0
19,2004,m,m,Europe,1,1,3,1
19,2004,m,m,UnitedKingdom,1,1,3,1
20,2004,m,m,NorthAmerica,1,1,2,1
20,2004,m,m,NorthAmerica,1,1,3,1
20,2004,m,f,NorthAmerica,1,0,0,1
20,2004,m,m,NorthAmerica,0,0,0,1
20,2004,m,m,Europe,0,0,0,1
20,2004,m,m,Europe,0,0,0,1
21,2004,m,m,NorthAmerica,1,1,2,1
21,2004,m,f,Africa,1,1,3,1
21,2004,m,m,NorthAmerica,0,0,0,1
21,2004,m,m,NorthAmerica,0,0,0,1
21,2004,m,m,0,0,0,0,1
22,2004,m,0,0,0,0,0,1
23,2004,m,f,Europe,1,1,3,1
23,2004,m,m,NorthAmerica,1,1,4,1
23,2004,m,m,Asia,1,0,0,1
23,2004,m,m,Asia,1,0,0,1
23,2004,m,0,NorthAmerica,1,0,0,1
23,2004,m,m,NorthAmerica,1,0,0,1
24,2004,m,m,NorthAmerica,1,1,2,0
24,2004,m,f,NorthAmerica,1,1,1,0
24,2004,m,m,Europe,0,0,0,0
24,2004,m,m,Europe,0,0,0,0
25,2004,m,m,NorthAmerica,1,1,2,0
25,2004,m,m,Europe,1,1,1,0
26,2004,m,0,0,0,0,0,1
27,2004,m,0,0,0,0,0,1
28,2004,m,m,Europe,1,1,3,1
28,2004,m,m,UnitedKingdom,1,1,4,1
28,2004,m,m,Oceania,1,0,0,1
28,2004,m,m,Oceania,1,0,0,1
28,2004,m,m,Asia,1,0,0,1
28,2004,m,m,Africa,1,0,0,1
28,2004,m,m,NorthAmerica,1,0,0,1
28,2004,m,m,NorthAmerica,1,0,0,1
29,2004,0,0,0,0,0,0,1
30,2004,m,m,Europe,1,1,2,0
30,2004,m,f,Europe,1,1,4,0
30,2004,m,f,LatinAmerica,0,0,0,0
30,2004,m,m,UnitedKingdom,1,0,0,0
30,2004,m,m,0,1,1,0,0
31,2004,m,0,0,0,0,0,1
32,2004,m,m,Europe,1,1,3,1
32,2004,m,m,NorthAmerica,1,1,4,1
32,2004,m,m,NorthAmerica,1,0,0,1
32,2004,m,m,Asia,0,0,0,1
32,2004,m,m,Asia,0,0,0,1
32,2004,m,m,Asia,0,0,0,1
32,2004,m,m,Europe,0,0,0,1
33,2004,m,m,Europe,1,1,2,0
33,2004,m,m,UnitedKingdom,1,1,0,0
34,2004,m,f,NorthAmerica,1,1,2,1
34,2004,m,m,0,1,1,4,1
34,2004,m,m,NorthAmerica,1,0,0,1
34,2004,m,m,Europe,1,0,0,1
34,2004,m,m,UnitedKingdom,0,0,0,1
34,2004,m,f,Europe,1,0,0,1
35,2004,m,m,NorthAmerica,1,1,2,0
35,2004,m,m,NorthAmerica,1,1,2,0
35,2004,m,m,NorthAmerica,1,0,0,0
35,2004,m,m,NorthAmerica,1,0,0,0
35,2004,m,m,0,0,0,0,0
36,2004,m,m,NorthAmerica,1,1,3,1
36,2004,m,m,NorthAmerica,1,1,3,1
36,2004,m,m,NorthAmerica,0,0,0,1
37,2004,m,m,Europe,1,1,2,1
37,2004,m,m,Africa,1,1,4,1
37,2004,m,m,NorthAmerica,0,0,0,1
38,2004,m,f,Europe,1,1,4,1
38,2004,m,m,Europe,1,1,4,1
39,2004,m,f,Oceania,1,1,2,0
39,2004,m,m,Europe,1,1,3,0
39,2004,m,m,NorthAmerica,0,0,0,0
40,2004,m,m,NorthAmerica,1,1,3,1
40,2004,m,m,NorthAmerica,1,1,3,1
40,2004,m,m,NorthAmerica,0,0,0,1
40,2004,m,m,NorthAmerica,0,0,0,1
41,2004,m,m,Europe,1,1,3,1
41,2004,m,m,Europe,1,1,4,1
41,2004,m,m,Asia,1,0,0,1
42,2004,m,m,NorthAmerica,1,1,2,0
42,2004,m,m,Europe,1,1,3,0
43,2004,m,m,LatinAmerica,1,1,2,1
43,2004,m,m,LatinAmerica,1,0,0,1
43,2004,m,f,Oceania,0,0,0,1
43,2004,m,m,UnitedKingdom,0,0,0,1
43,2004,m,m,NorthAmerica,1,1,0,1
44,2004,m,m,Asia,1,1,2,1
44,2004,m,f,Asia,1,1,4,1
44,2004,m,m,Asia,1,0,0,1
45,2004,m,f,UnitedKingdom,1,1,2,1
45,2004,m,m,Europe,1,1,4,1
45,2004,m,m,Europe,1,0,0,1
45,2004,m,m,UnitedKingdom,0,0,0,1
45,2004,m,m,UnitedKingdom,0,0,0,1
45,2004,m,m,NorthAmerica,1,0,0,1
46,2004,m,m,NorthAmerica,1,1,2,1
46,2004,m,m,Oceania,1,1,3,1
46,2004,m,m,NorthAmerica,1,1,0,1
46,2004,m,m,Oceania,0,0,0,1
46,2004,m,m,LatinAmerica,1,0,0,1
46,2004,m,m,NorthAmerica,0,0,0,1
46,2004,m,m,NorthAmerica,1,0,0,1
47,2004,m,m,Europe,1,1,3,1
47,2004,m,m,NorthAmerica,1,1,3,1
47,2004,m,m,Europe,0,0,0,1
48,2004,m,m,NorthAmerica,1,1,2,0
48,2004,m,m,NorthAmerica,1,1,2,0
49,2004,m,m,Europe,1,1,2,1
49,2004,m,f,NorthAmerica,1,1,3,1
49,2004,m,m,Europe,0,0,0,1
49,2004,m,m,Europe,0,0,0,1
49,2004,m,m,UnitedKingdom,1,0,0,1
49,2004,m,f,NorthAmerica,0,0,0,1
49,2004,m,m,NorthAmerica,0,0,0,1
50,2004,m,m,Europe,1,1,2,0
50,2004,m,m,Europe,1,1,2,0
50,2004,m,m,Asia,0,0,0,0
50,2004,m,f,Europe,1,0,0,0
50,2004,m,m,NorthAmerica,0,0,0,0
51,2004,m,m,NorthAmerica,1,1,2,1
51,2004,m,m,Europe,1,1,4,1
51,2004,m,m,Europe,1,0,0,1
51,2004,m,m,NorthAmerica,1,0,0,1
52,2004,m,m,NorthAmerica,1,1,2,1
52,2004,m,m,NorthAmerica,1,1,3,1
52,2004,m,f,NorthAmerica,1,0,0,1
52,2004,m,m,NorthAmerica,1,1,0,1
53,2004,0,0,0,0,0,0,1
54,2004,m,f,LatinAmerica,1,1,2,1
54,2004,m,m,NorthAmerica,1,1,2,1
54,2004,m,m,UnitedKingdom,0,0,0,1
55,2004,m,m,Oceania,1,1,2,0
55,2004,m,m,UnitedKingdom,1,1,2,0
55,2004,m,m,NorthAmerica,0,0,0,0
55,2004,m,m,NorthAmerica,0,0,0,0
56,2004,m,m,UnitedKingdom,1,1,4,1
56,2004,m,m,NorthAmerica,1,1,4,1
56,2004,m,m,Asia,1,0,0,1
57,2004,m,m,NorthAmerica,1,1,3,1
57,2004,m,m,LatinAmerica,1,1,4,1
57,2004,m,m,NorthAmerica,0,0,0,1
58,2004,m,m,NorthAmerica,1,1,2,0
58,2004,m,m,NorthAmerica,1,1,2,0
58,2004,m,f,Europe,1,0,0,0
59,2004,m,m,LatinAmerica,1,1,2,1
59,2004,m,f,NorthAmerica,1,1,4,1
59,2004,m,m,Asia,0,0,0,1
59,2004,m,m,Europe,0,0,0,1
59,2004,m,m,NorthAmerica,1,0,0,1
60,2004,m,0,0,0,0,0,1
61,2004,m,f,NorthAmerica,1,1,3,1
61,2004,m,m,UnitedKingdom,1,1,4,1
61,2004,m,m,UnitedKingdom,1,0,0,1
61,2004,m,m,NorthAmerica,1,0,0,1
61,2004,m,f,NorthAmerica,1,0,0,1
61,2004,m,m,NorthAmerica,1,0,0,1
62,2004,m,m,UnitedKingdom,1,1,2,1
62,2004,m,m,Europe,1,1,3,1
62,2004,m,m,UnitedKingdom,0,0,0,1
63,2004,m,m,Africa,1,1,1,1
63,2004,m,m,Europe,1,1,4,1
64,2004,m,m,Asia,1,1,4,1
64,2004,m,f,Europe,0,0,0,1
64,2004,m,m,UnitedKingdom,1,1,0,1
65,2004,m,m,Europe,1,1,4,1
65,2004,m,m,NorthAmerica,1,1,4,1
65,2004,m,f,UnitedKingdom,1,0,0,1
65,2004,m,m,UnitedKingdom,1,0,0,1
66,2004,m,m,NorthAmerica,1,1,2,1
66,2004,m,m,Europe,1,1,4,1
66,2004,m,m,NorthAmerica,0,0,0,1
67,2004,m,m,LatinAmerica,1,1,2,1
67,2004,m,f,Europe,1,1,3,1
67,2004,m,f,NorthAmerica,1,1,3,1
67,2004,m,m,LatinAmerica,1,0,0,1
67,2004,m,f,Europe,1,0,0,1
67,2004,m,m,NorthAmerica,1,0,0,1
68,2004,0,0,0,0,0,0,1
69,2004,m,f,UnitedKingdom,1,1,2,0
69,2004,m,m,UnitedKingdom,1,1,1,0
69,2004,m,m,Europe,0,0,0,0
69,2004,m,f,UnitedKingdom,1,0,0,0
69,2004,m,m,UnitedKingdom,1,0,0,0
70,2004,m,m,UnitedKingdom,1,1,2,0
70,2004,m,f,NorthAmerica,1,1,2,0
70,2004,m,m,NorthAmerica,1,1,4,0
70,2004,m,m,NorthAmerica,0,0,0,0
71,2004,m,0,0,0,0,0,1
72,2004,m,m,Europe,1,1,2,0
72,2004,m,m,Europe,1,1,2,0
72,2004,m,m,Europe,1,0,0,0
72,2004,m,0,UnitedKingdom,0,0,0,0
73,2004,m,m,NorthAmerica,1,1,2,0
73,2004,m,m,NorthAmerica,1,1,2,0
74,2004,m,m,NorthAmerica,1,1,2,1
74,2004,m,f,NorthAmerica,1,1,4,1
74,2004,m,m,Asia,0,0,0,1
74,2004,m,m,UnitedKingdom,0,0,0,1
75,2004,m,m,NorthAmerica,0,0,0,1
76,2004,m,m,Europe,1,1,3,1
76,2004,m,m,NorthAmerica,1,1,4,1
76,2004,m,m,NorthAmerica,0,0,0,1
77,2004,m,m,Oceania,1,1,3,1
77,2004,m,m,UnitedKingdom,1,1,3,1
77,2004,m,m,Oceania,1,0,0,1
78,2004,m,m,Oceania,1,1,2,0
78,2004,m,m,NorthAmerica,1,1,1,0
78,2004,m,m,NorthAmerica,0,0,0,0
78,2004,m,m,NorthAmerica,1,0,0,0
79,2004,m,m,Oceania,1,1,3,1
79,2004,m,f,NorthAmerica,1,1,3,1
80,2004,m,m,UnitedKingdom,1,1,4,1
80,2004,m,m,Europe,0,0,0,1
80,2004,m,m,Europe,1,0,0,1
80,2004,m,m,NorthAmerica,0,0,0,1
80,2004,m,m,NorthAmerica,1,0,0,1
81,2004,m,m,Asia,1,1,4,1
81,2004,m,m,NorthAmerica,1,1,4,1
82,2004,m,0,0,0,0,0,0
83,2004,m,m,NorthAmerica,1,1,3,1
83,2004,m,m,NorthAmerica,1,1,4,1
83,2004,m,m,NorthAmerica,0,0,0,1
84,2004,m,m,UnitedKingdom,1,1,2,0
84,2004,m,m,NorthAmerica,1,1,2,0
84,2004,m,m,Europe,1,0,0,0
85,2004,m,m,Europe,1,1,2,1
85,2004,m,m,NorthAmerica,1,1,4,1
85,2004,m,m,UnitedKingdom,0,0,0,1
85,2004,m,f,UnitedKingdom,0,0,0,1
86,2004,m,m,NorthAmerica,1,1,3,1
86,2004,m,m,UnitedKingdom,1,0,0,1
86,2004,m,m,NorthAmerica,1,0,0,1
86,2004,m,m,NorthAmerica,1,1,0,1
86,2004,m,m,NorthAmerica,1,0,0,1
86,2004,m,m,NorthAmerica,1,0,0,1
86,2004,m,m,NorthAmerica,1,1,0,1
86,2004,m,m,NorthAmerica,1,0,0,1
87,2004,m,m,NorthAmerica,1,1,3,1
87,2004,m,m,Europe,1,1,0,1
87,2004,m,m,NorthAmerica,1,0,0,1
88,2004,m,m,UnitedKingdom,1,1,2,0
88,2004,m,m,UnitedKingdom,1,1,2,0
88,2004,m,m,UnitedKingdom,0,0,0,0
88,2004,m,m,NorthAmerica,0,0,0,0
88,2004,m,m,NorthAmerica,0,0,0,0
89,2004,m,m,NorthAmerica,1,1,4,1
89,2004,m,m,Asia,1,1,4,1
89,2004,m,m,Europe,1,0,0,1
89,2004,m,m,NorthAmerica,0,0,0,1
90,2004,m,m,Europe,1,1,2,1
90,2004,m,m,Asia,1,1,3,1
91,2004,m,0,0,0,0,0,1
92,2004,m,m,NorthAmerica,1,1,2,1
92,2004,m,m,UnitedKingdom,1,1,3,1
92,2004,m,m,NorthAmerica,0,0,0,1
92,2004,m,f,NorthAmerica,0,0,0,1
92,2004,m,m,NorthAmerica,0,0,0,1
93,2004,m,m,NorthAmerica,1,1,2,0
93,2004,m,f,NorthAmerica,1,1,2,0
93,2004,m,m,UnitedKingdom,1,0,0,0
94,2004,m,f,NorthAmerica,1,1,3,1
94,2004,m,m,NorthAmerica,1,1,4,1
94,2004,m,m,Europe,0,0,0,1
94,2004,m,f,NorthAmerica,1,0,0,1
94,2004,m,m,NorthAmerica,0,0,0,1
95,2004,m,m,LatinAmerica,1,1,2,0
95,2004,m,m,Europe,1,1,2,0
95,2004,m,m,UnitedKingdom,0,0,0,0
95,2004,m,m,NorthAmerica,1,0,0,0
95,2004,m,m,NorthAmerica,1,0,0,0
96,2004,0,0,0,0,0,0,0
97,2004,m,f,NorthAmerica,1,1,4,1
97,2004,m,m,NorthAmerica,1,1,4,1
97,2004,m,m,Europe,0,0,0,1
97,2004,m,0,Europe,0,0,0,1
98,2004,m,m,Europe,1,1,3,1
98,2004,m,m,0,1,1,4,1
98,2004,m,m,LatinAmerica,0,0,0,1
99,2004,m,m,NorthAmerica,1,1,2,1
99,2004,m,f,NorthAmerica,1,1,0,1
99,2004,m,f,NorthAmerica,0,0,0,1
99,2004,m,m,NorthAmerica,1,0,0,1
99,2004,m,0,UnitedKingdom,0,0,0,1
100,2004,m,m,Oceania,1,1,2,0
100,2004,m,m,NorthAmerica,1,1,1,0
101,2004,m,m,NorthAmerica,1,1,3,1
101,2004,m,m,Europe,1,1,4,1
102,2004,m,0,0,1,1,2,0
102,2004,m,f,UnitedKingdom,1,1,3,0
102,2004,m,m,NorthAmerica,0,0,0,0
102,2004,m,m,UnitedKingdom,0,0,0,0
103,2004,m,m,NorthAmerica,1,1,2,1
103,2004,m,m,Europe,1,1,3,1
104,2004,m,m,NorthAmerica,1,1,2,1
104,2004,m,m,NorthAmerica,1,1,3,1
104,2004,m,m,UnitedKingdom,0,0,0,1
105,2004,m,m,NorthAmerica,1,1,2,1
105,2004,m,m,Europe,1,1,3,1
105,2004,m,m,NorthAmerica,0,0,0,1
105,2004,m,m,NorthAmerica,0,0,0,1
106,2004,m,m,Europe,1,1,2,1
106,2004,m,m,NorthAmerica,1,1,3,1
106,2004,m,m,Europe,0,0,0,1
106,2004,m,m,Europe,0,0,0,1
106,2004,m,m,NorthAmerica,0,0,0,1
106,2004,m,m,NorthAmerica,0,0,0,1
107,2004,m,f,NorthAmerica,1,1,2,0
107,2004,m,m,NorthAmerica,1,1,2,0
107,2004,m,m,NorthAmerica,0,0,0,0
107,2004,m,m,NorthAmerica,1,0,0,0
108,2004,0,0,0,0,0,0,1
109,2004,m,m,LatinAmerica,1,1,3,1
109,2004,m,f,NorthAmerica,1,1,4,1
109,2004,m,f,Europe,0,0,0,1
109,2004,m,f,NorthAmerica,1,0,0,1
110,2004,m,m,UnitedKingdom,1,1,3,1
110,2004,m,f,UnitedKingdom,1,1,3,1
110,2004,m,m,UnitedKingdom,1,0,0,1
110,2004,m,f,NorthAmerica,0,0,0,1
111,2004,0,0,0,0,0,0,1
112,2004,m,m,Europe,1,1,2,1
112,2004,m,m,Europe,1,1,0,1
113,2004,m,m,Europe,1,1,4,1
113,2004,m,m,LatinAmerica,0,0,0,1
113,2004,m,f,Europe,1,0,0,1
113,2004,m,m,Oceania,0,0,0,1
114,2004,m,m,UnitedKingdom,1,1,2,1
114,2004,m,m,NorthAmerica,1,1,4,1
114,2004,m,m,Europe,1,0,0,1
115,2004,m,m,Asia,1,1,3,1
115,2004,m,m,UnitedKingdom,1,1,3,1
115,2004,m,m,NorthAmerica,0,0,0,1
116,2004,0,0,0,0,0,0,1
117,2004,m,m,Africa,1,1,2,1
117,2004,m,f,NorthAmerica,1,1,3,1
117,2004,m,m,NorthAmerica,0,0,0,1
118,2004,m,m,NorthAmerica,1,1,4,1
118,2004,m,m,NorthAmerica,1,1,0,1
119,2004,m,f,Europe,1,1,2,0
119,2004,m,f,NorthAmerica,1,1,2,0
119,2004,m,m,NorthAmerica,0,0,0,0
119,2004,m,m,NorthAmerica,0,0,0,0
119,2004,m,m,NorthAmerica,0,0,0,0
119,2004,m,m,NorthAmerica,0,0,0,0
119,2004,m,m,0,0,0,0,0
120,2004,m,f,NorthAmerica,1,1,3,1
120,2004,m,f,NorthAmerica,1,1,3,1
120,2004,m,f,NorthAmerica,0,0,0,1
120,2004,m,f,NorthAmerica,1,0,0,1
121,2004,m,m,NorthAmerica,1,1,1,1
121,2004,m,m,Europe,1,1,3,1
121,2004,m,m,NorthAmerica,1,0,0,1
121,2004,m,m,UnitedKingdom,0,0,0,1
122,2004,m,f,UnitedKingdom,1,1,3,1
122,2004,m,m,UnitedKingdom,1,1,3,1
123,2004,m,m,Oceania,1,1,4,1
123,2004,m,m,NorthAmerica,1,1,4,1
123,2004,m,m,NorthAmerica,0,0,0,1
123,2004,m,m,NorthAmerica,1,0,0,1
124,2004,m,m,NorthAmerica,1,1,2,0
124,2004,m,m,NorthAmerica,1,1,0,0
125,2004,m,m,Europe,1,1,2,1
125,2004,m,m,NorthAmerica,1,1,3,1
126,2004,m,m,UnitedKingdom,1,1,2,1
126,2004,m,m,NorthAmerica,1,1,2,1
126,2004,m,m,NorthAmerica,0,0,0,1
127,2004,m,m,UnitedKingdom,1,1,2,1
127,2004,m,f,UnitedKingdom,1,1,3,1
127,2004,m,f,Oceania,0,0,0,1
127,2004,m,m,Africa,0,0,0,1
127,2004,m,m,UnitedKingdom,0,0,0,1
127,2004,m,m,UnitedKingdom,1,0,0,1
128,2004,0,0,0,0,0,0,0
129,2004,m,m,Asia,1,1,2,1
129,2004,m,m,Oceania,1,1,4,1
130,2004,m,m,NorthAmerica,1,1,2,1
130,2004,m,m,NorthAmerica,1,1,3,1
130,2004,m,0,NorthAmerica,1,1,0,1
131,2004,m,0,0,0,0,0,1
132,2004,m,m,NorthAmerica,1,1,3,1
132,2004,m,m,NorthAmerica,1,0,0,1
133,2004,m,m,Oceania,1,1,2,1
133,2004,m,m,NorthAmerica,1,1,3,1
133,2004,m,m,Europe,0,0,0,1
134,2004,m,m,NorthAmerica,1,1,2,1
134,2004,m,f,Africa,1,1,3,1
134,2004,m,m,Asia,0,0,0,1
134,2004,m,m,NorthAmerica,0,0,0,1
135,2004,m,m,NorthAmerica,1,1,2,1
135,2004,m,m,NorthAmerica,1,1,4,1
135,2004,m,m,NorthAmerica,0,0,0,1
135,2004,m,m,NorthAmerica,1,0,0,1
135,2004,m,m,NorthAmerica,0,0,0,1
136,2004,m,m,NorthAmerica,1,1,2,1
136,2004,m,f,Europe,1,1,3,1
137,2004,m,f,Europe,1,1,2,0
137,2004,m,f,NorthAmerica,1,1,3,0
137,2004,m,f,0,0,0,0,0
138,2004,m,f,NorthAmerica,1,1,2,0
139,2004,m,f,Europe,1,1,2,0
139,2004,m,m,Europe,0,0,0,0
140,2004,m,m,NorthAmerica,1,1,2,0
140,2004,m,m,NorthAmerica,1,1,4,0
140,2004,m,m,Oceania,0,0,0,0
140,2004,m,f,NorthAmerica,1,0,0,0
140,2004,m,m,NorthAmerica,0,0,0,0
141,2004,m,m,Asia,1,1,3,0
141,2004,m,m,Africa,1,1,3,0
142,2004,m,m,Asia,1,1,2,0
142,2004,m,f,UnitedKingdom,1,1,2,0
142,2004,m,m,Europe,0,0,0,0
142,2004,m,m,UnitedKingdom,0,0,0,0
142,2004,m,m,UnitedKingdom,1,0,0,0
142,2004,m,m,UnitedKingdom,1,0,0,0
142,2004,m,m,NorthAmerica,1,0,0,0
143,2004,m,m,Asia,1,1,3,1
143,2004,m,m,UnitedKingdom,1,1,3,1
143,2004,m,m,NorthAmerica,1,1,0,1
144,2004,m,0,0,0,0,0,1
145,2004,m,f,NorthAmerica,1,1,2,1
145,2004,m,m,NorthAmerica,1,1,4,1
145,2004,m,m,NorthAmerica,0,0,0,1
145,2004,m,m,Europe,0,0,0,1
146,2004,m,f,Europe,1,1,2,0
146,2004,m,m,Europe,1,1,2,0
146,2004,m,f,Europe,1,0,0,0
147,2004,m,m,Europe,1,1,2,0
147,2004,m,m,UnitedKingdom,1,1,3,0
147,2004,m,f,Europe,1,0,0,0
147,2004,m,m,UnitedKingdom,1,0,0,0
147,2004,m,m,UnitedKingdom,1,0,0,0
147,2004,m,m,NorthAmerica,0,0,0,0
147,2004,m,m,NorthAmerica,1,0,0,0
148,2004,m,m,UnitedKingdom,1,1,2,1
148,2004,m,m,NorthAmerica,1,1,3,1
148,2004,m,m,Oceania,1,0,0,1
148,2004,m,m,Oceania,1,0,0,1
148,2004,m,m,Europe,1,0,0,1
148,2004,m,f,UnitedKingdom,1,0,0,1
148,2004,m,m,NorthAmerica,0,0,0,1
148,2004,m,m,NorthAmerica,1,0,0,1
149,2004,m,0,0,0,0,0,1
150,2004,m,m,Africa,1,1,2,0
150,2004,m,m,NorthAmerica,1,1,1,0
150,2004,m,m,Oceania,0,0,0,0
151,2004,m,m,NorthAmerica,1,1,2,1
151,2004,m,m,Oceania,1,1,4,1
151,2004,m,m,NorthAmerica,0,0,0,1
152,2004,0,0,0,0,0,0,1
153,2004,m,m,Oceania,1,1,3,1
153,2004,m,m,Europe,1,1,4,1
154,2004,m,0,0,0,0,0,1
155,2004,m,m,Oceania,1,1,3,1
155,2004,m,f,Europe,1,1,3,1
155,2004,m,m,Oceania,0,0,0,1
155,2004,m,m,Africa,0,0,0,1
156,2004,m,f,Europe,1,1,2,0
156,2004,m,m,NorthAmerica,1,1,2,0
157,2004,m,m,NorthAmerica,1,1,3,0
157,2004,m,m,UnitedKingdom,1,1,0,0
158,2004,m,m,UnitedKingdom,1,1,2,0
158,2004,m,m,Europe,1,1,3,0
158,2004,m,m,Europe,1,0,0,0
159,2004,m,m,NorthAmerica,1,1,2,1
159,2004,m,f,NorthAmerica,1,1,3,1
159,2004,m,m,Europe,1,0,0,1
159,2004,m,f,UnitedKingdom,1,0,0,1
160,2004,m,m,Europe,1,1,2,1
160,2004,m,m,NorthAmerica,1,1,3,1
160,2004,m,m,NorthAmerica,0,0,0,1
161,2004,m,f,UnitedKingdom,1,1,2,1
161,2004,m,m,Europe,1,1,3,1
161,2004,m,m,Europe,0,0,0,1
162,2004,m,0,0,0,0,0,1
163,2004,m,m,Europe,1,1,2,0
163,2004,m,f,UnitedKingdom,1,1,1,0
163,2004,m,m,UnitedKingdom,0,0,0,0
164,2004,m,m,NorthAmerica,1,1,2,1
164,2004,m,m,UnitedKingdom,1,1,3,1
165,2004,m,0,0,0,0,0,1
166,2004,0,0,0,0,0,0,1
167,2004,m,f,Europe,1,1,2,1
167,2004,m,m,Oceania,1,1,2,1
167,2004,m,m,NorthAmerica,0,0,0,1
168,2004,m,m,NorthAmerica,1,1,4,1
168,2004,m,m,Africa,1,1,4,1
168,2004,m,m,UnitedKingdom,0,0,0,1
168,2004,m,m,NorthAmerica,0,0,0,1
168,2004,m,m,NorthAmerica,0,0,0,1
168,2004,m,m,Europe,0,0,0,1
169,2004,m,m,NorthAmerica,1,1,3,1
169,2004,m,f,UnitedKingdom,1,1,4,1
169,2004,m,m,NorthAmerica,1,0,0,1
170,2004,m,0,0,0,0,0,1
171,2004,m,m,Europe,1,1,3,1
171,2004,m,m,NorthAmerica,1,1,3,1
171,2004,m,f,Oceania,0,0,0,1
171,2004,m,m,NorthAmerica,0,0,0,1
171,2004,m,f,Europe,0,0,0,1
172,2004,m,m,NorthAmerica,1,1,2,1
172,2004,m,m,Europe,1,1,4,1
172,2004,m,m,NorthAmerica,0,0,0,1
173,2004,m,m,NorthAmerica,1,1,2,1
173,2004,m,m,UnitedKingdom,1,1,3,1
173,2004,m,f,NorthAmerica,1,0,0,1
173,2004,m,m,NorthAmerica,0,0,0,1
174,2004,m,m,UnitedKingdom,1,1,2,1
174,2004,m,f,Europe,1,1,4,1
174,2004,m,f,Europe,1,0,0,1
174,2004,m,m,UnitedKingdom,1,0,0,1
174,2004,m,m,UnitedKingdom,1,0,0,1
174,2004,m,m,NorthAmerica,0,0,0,1
175,2004,m,m,Asia,1,1,4,1
175,2004,m,f,NorthAmerica,1,1,4,1
175,2004,m,f,Oceania,1,0,0,1
175,2004,m,m,Europe,0,0,0,1
175,2004,m,m,NorthAmerica,0,0,0,1
176,2004,m,m,Europe,1,1,3,1
176,2004,m,m,Europe,1,1,0,1
176,2004,m,m,Europe,0,0,0,1
177,2004,0,0,0,0,0,0,1
178,2004,m,0,Europe,1,1,2,0
