Author	Year	Region	Taxa	Year.Pred	Endemic	Model.Type	Disp.Mod	Threshold	N.Ext	Total.N	Percent	Weight	Logit	Pre.Ind.Rise	Temperature.Model.Scale
Saetersdal	1998	Europe	plants	2100	N	SDM	Universal	1	10	1521	0.006574622	1521	-5.017941869	4	Global
Iverson	1998	NAmerica	plants	2100	N	SDM	Universal	1	1	80	0.0125	80	-4.369447852	4.55	Global
Iverson	1998	NAmerica	plants	2100	N	SDM	Universal	0.95	8	80	0.1	80	-2.197224577	4.55	Global
Iverson	1998	NAmerica	plants	2100	N	SDM	Universal	0.8	12	80	0.15	80	-1.734601055	4.55	Global
Box	1999	NAmerica	plants	2060	N	SDM	Universal	1	1	28	0.035714286	28	-3.295836866	1	Global
Box	1999	NAmerica	plants	2060	N	SDM	Universal	0.95	2	28	0.071428571	28	-2.564949357	1	Global
Box	1999	NAmerica	plants	2060	N	SDM	Universal	0.8	4	28	0.142857143	28	-1.791759469	1	Global
Guisan	2000	Europe	plants	2100	N	SDM	Universal	1	0	12	0	12	-3.218875825	2.1	Global
Guisan	2000	Europe	plants	2100	N	SDM	Universal	0.95	0	12	0	12	-3.218875825	2.1	Global
Guisan	2000	Europe	plants	2100	N	SDM	Universal	0.8	0	12	0	12	-3.218875825	2.1	Global
Guisan	2000	Europe	plants	2100	N	SDM	Universal	1	0	12	0	12	-3.218875825	3.6	Global
Guisan	2000	Europe	plants	2100	N	SDM	Universal	0.95	0	12	0	12	-3.218875825	3.6	Global
Guisan	2000	Europe	plants	2100	N	SDM	Universal	0.8	5	12	0.416666667	12	-0.336472237	3.6	Global
Guisan	2000	Europe	plants	2100	N	SDM	Universal	1	1	12	0.083333333	12	-2.397895273	5.1	Global
Guisan	2000	Europe	plants	2100	N	SDM	Universal	0.95	5	12	0.416666667	12	-0.336472237	5.1	Global
Guisan	2000	Europe	plants	2100	N	SDM	Universal	0.8	9	12	0.75	12	1.098612289	5.1	Global
Zockler	2000	Arctic	birds	2085	Y	SDM	Universal	1	0	23	0	23	-3.850147602	2.3	Global
Zockler	2000	Arctic	birds	2085	Y	SDM	Universal	0.95	0	23	0	23	-3.850147602	2.3	Global
Zockler	2000	Arctic	birds	2085	Y	SDM	Universal	0.8	0	23	0	23	-3.850147602	2.3	Global
Zockler	2000	Arctic	birds	2085	Y	SDM	Universal	1	0	23	0	23	-3.850147602	5.6	Global
Zockler	2000	Arctic	birds	2085	Y	SDM	Universal	0.95	0	23	0	23	-3.850147602	5.6	Global
Zockler	2000	Arctic	birds	2085	Y	SDM	Universal	0.8	2	23	0.086956522	23	-2.351375257	5.6	Global
Zockler	2000	Arctic	birds	2085	Y	SDM	Universal	1	0	25	0	25	-3.931825633	5.6	Global
Zockler	2000	Arctic	birds	2085	Y	SDM	Universal	0.95	0	25	0	25	-3.931825633	5.6	Global
Zockler	2000	Arctic	birds	2085	Y	SDM	Universal	0.8	0	25	0	25	-3.931825633	5.6	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Universal	0.8	0	8	0	8	-2.833213344	1.65	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	1.65	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Universal	1	0	8	0	8	-2.833213344	1.65	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Universal	0.8	0	8	0	8	-2.833213344	2.35	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	2.35	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Universal	1	0	8	0	8	-2.833213344	2.35	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	None	0.8	1	8	0.125	8	-1.945910149	1.65	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	None	0.95	0	8	0	8	-2.833213344	1.65	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	None	1	0	8	0	8	-2.833213344	1.65	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	None	0.8	1	8	0.125	8	-1.945910149	2.35	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	None	0.95	0	8	0	8	-2.833213344	2.35	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	None	1	0	8	0	8	-2.833213344	2.35	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Contiguous	0.8	1	8	0.125	8	-1.945910149	1.65	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Contiguous	0.95	0	8	0	8	-2.833213344	1.65	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Contiguous	1	0	8	0	8	-2.833213344	1.65	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Contiguous	0.8	0	8	0	8	-2.833213344	2.35	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Contiguous	0.95	0	8	0	8	-2.833213344	2.35	Global
Peterson	2001	NAmerica	birds	2055	N	SDM	Contiguous	1	0	8	0	8	-2.833213344	2.35	Global
Roy	2001	Europe	Inverts	2025	N	SDM	Universal	1	0	8	0	8	-2.833213344	0.8	UK
Roy	2001	Europe	Inverts	2025	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	0.8	UK
Roy	2001	Europe	Inverts	2025	N	SDM	Universal	0.8	0	8	0	8	-2.833213344	0.8	UK
Roy	2001	Europe	Inverts	2025	N	SDM	Universal	1	0	8	0	8	-2.833213344	1.55	UK
Roy	2001	Europe	Inverts	2025	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	1.55	UK
Roy	2001	Europe	Inverts	2025	N	SDM	Universal	0.8	0	8	0	8	-2.833213344	1.55	UK
Roy	2001	Europe	Inverts	2055	N	SDM	Universal	1	0	8	0	8	-2.833213344	1.1	UK
Roy	2001	Europe	Inverts	2055	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	1.1	UK
Roy	2001	Europe	Inverts	2055	N	SDM	Universal	0.8	0	8	0	8	-2.833213344	1.1	UK
Roy	2001	Europe	Inverts	2055	N	SDM	Universal	1	0	8	0	8	-2.833213344	2.45	UK
Roy	2001	Europe	Inverts	2055	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	2.45	UK
Roy	2001	Europe	Inverts	2055	N	SDM	Universal	0.8	0	8	0	8	-2.833213344	2.45	UK
Roy	2001	Europe	Inverts	2085	N	SDM	Universal	1	0	8	0	8	-2.833213344	1.35	UK
Roy	2001	Europe	Inverts	2085	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	1.35	UK
Roy	2001	Europe	Inverts	2085	N	SDM	Universal	0.8	0	8	0	8	-2.833213344	1.35	UK
Roy	2001	Europe	Inverts	2085	N	SDM	Universal	1	0	8	0	8	-2.833213344	3.2	UK
Roy	2001	Europe	Inverts	2085	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	3.2	UK
Roy	2001	Europe	Inverts	2085	N	SDM	Universal	0.8	0	8	0	8	-2.833213344	3.2	UK
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Universal	1	0	334	0	334	-6.50578406	1.65	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Contiguous	1	0	334	0	334	-6.50578406	1.65	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	None	1	1	334	0.002994012	334	-5.80814249	1.65	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Universal	0.95	1	334	0.002994012	334	-5.80814249	1.65	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Contiguous	0.95	0	334	0	334	-6.50578406	1.65	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	None	0.95	3	334	0.008982036	334	-4.703506087	1.65	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Universal	0.9	3	334	0.008982036	334	-4.703506087	1.65	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Contiguous	0.9	1	334	0.002994012	334	-5.80814249	1.65	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	None	0.9	6	334	0.017964072	334	-4.001254139	1.65	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Universal	1	0	334	0	334	-6.50578406	2.35	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Contiguous	1	0	334	0	334	-6.50578406	2.35	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	None	1	1	334	0.002994012	334	-5.80814249	2.35	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Universal	0.95	4	334	0.011976048	334	-4.412798293	2.35	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Contiguous	0.95	3	334	0.008982036	334	-4.703506087	2.35	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	None	0.95	6	334	0.017964072	334	-4.001254139	2.35	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Universal	0.9	5	334	0.01497006	334	-4.186619838	2.35	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	Contiguous	0.9	6	334	0.017964072	334	-4.001254139	2.35	Global
Peterson	2002	NAmerica	birdsmammalsbutterflies	2055	Y	SDM	None	0.9	13	334	0.038922156	334	-3.206491766	2.35	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	0.8	0	24	0	24	-3.891820298	1.2	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	0.95	0	24	0	24	-3.891820298	1.2	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	1	0	24	0	24	-3.891820298	1.2	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	0.8	1	24	0.041666667	24	-3.135494216	1.8	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	0.95	0	24	0	24	-3.891820298	1.8	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	1	0	24	0	24	-3.891820298	1.8	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	0.8	1	24	0.041666667	24	-3.135494216	2.1	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	0.95	0	24	0	24	-3.891820298	2.1	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	1	0	24	0	24	-3.891820298	2.1	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	0.8	2	24	0.083333333	24	-2.397895273	2.9	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	0.95	1	24	0.041666667	24	-3.135494216	2.9	Global
Beaumont	2002	AustraliaNewZealand	Inverts	2050	Y	SDM	Universal	1	0	24	0	24	-3.891820298	2.9	Global
Midgley	2002	Africa	plants	2050	Y	SDM	None	1	115	330	0.348484848	330	-0.6257059	2.35	Global
Erasmus	2002	Africa	animals	2050	N	SDM	Universal	1	4	179	0.022346369	179	-3.778491613	2.35	Global
Erasmus	2002	Africa	animals	2050	N	SDM	Universal	0.8	46	179	0.25698324	179	-1.061707732	2.35	Global
Hill	2002	Europe	Inverts	2085	N	SDM	Universal	1	0	35	0	35	-4.262679877	2.81	Global
Hill	2002	Europe	Inverts	2085	N	SDM	Universal	0.95	0	35	0	35	-4.262679877	2.81	Global
Hill	2002	Europe	Inverts	2085	N	SDM	Universal	0.8	0	35	0	35	-4.262679877	2.81	Global
Hill	2002	Europe	Inverts	2085	N	SDM	None	1	0	35	0	35	-4.262679877	2.81	Global
Hill	2002	Europe	Inverts	2085	N	SDM	None	0.95	0	35	0	35	-4.262679877	2.81	Global
Hill	2002	Europe	Inverts	2085	N	SDM	None	0.8	0	35	0	35	-4.262679877	2.81	Global
Williams	2003	AustraliaNewZealand	vertebrates	2100	Y	SDM	Universal	1	1	65	0.015384615	65	-4.158883083	1.6	Global
Williams	2003	AustraliaNewZealand	vertebrates	2100	Y	SDM	Universal	1	30	65	0.461538462	65	-0.15415068	4.1	Global
Williams	2003	AustraliaNewZealand	vertebrates	2100	Y	SDM	Universal	1	57	65	0.876923077	65	1.963609726	5.6	Global
Williams	2003	AustraliaNewZealand	vertebrates	2100	Y	SDM	Universal	1	65	65	1	65	4.875197323	7.6	Global
Midgley	2003	Africa	plants	2050	Y	SDM	Universal	1	5	28	0.178571429	28	-1.526056303	2.35	Global
Midgley	2003	Africa	plants	2050	Y	SDM	Universal	1	5	28	0.178571429	28	-1.526056303	2.35	Global
Midgley	2003	Africa	plants	2050	Y	SDM	Universal	0.95	10	28	0.357142857	28	-0.587786665	2.35	Global
Midgley	2003	Africa	plants	2050	Y	SDM	Universal	0.95	8	28	0.285714286	28	-0.916290732	2.35	Global
Siqueira	2003	SAmerica	plants	2055	Y	SDM	Universal	1	18	162	0.111111111	162	-2.079441542	1.65	Global
Siqueira	2003	SAmerica	plants	2055	Y	SDM	Universal	0.9	91	162	0.561728395	162	0.248179629	1.65	Global
Siqueira	2003	SAmerica	plants	2055	Y	SDM	Universal	1	56	162	0.345679012	162	-0.638087403	2.35	Global
Siqueira	2003	SAmerica	plants	2055	Y	SDM	Universal	0.9	123	162	0.759259259	162	1.148622709	2.35	Global
Peterson	2003	NAmerica	birds	2055	Y	SDM	None	1	0	45	0	45	-4.510859507	2.35	Global
Peterson	2003	NAmerica	birds	2055	Y	SDM	None	0.8	2	45	0.044444444	45	-3.068052935	2.35	Global
Peterson	2003	NAmerica	birds	2055	Y	SDM	Contiguous	0.8	1	45	0.022222222	45	-3.784189634	2.35	Global
Peterson	2003	NAmerica	birds	2055	Y	SDM	Universal	0.9	1	45	0.022222222	45	-3.784189634	2.35	Global
Peterson	2003	NAmerica	birds	2055	Y	SDM	Universal	0.8	3	45	0.066666667	45	-2.63905733	2.35	Global
Dirnbock	2003	Europe	plants	2050	N	SDM	Universal	0.9	7	85	0.082352941	85	-2.410798678	1.1	Austria
Dirnbock	2003	Europe	plants	2050	N	SDM	Universal	0.8	8	85	0.094117647	85	-2.26436388	1.1	Austria
Dirnbock	2003	Europe	plants	2050	N	SDM	Universal	0.9	39	85	0.458823529	85	-0.16507975	2.3	Austria
Dirnbock	2003	Europe	plants	2050	N	SDM	Universal	0.8	45	85	0.529411765	85	0.117783036	2.3	Austria
Berry	2003	Europe	plants	2055	N	SDM	Universal	1	2	36	0.055555556	36	-2.833213344	2.45	UK
Berry	2003	Europe	amphibians	2055	N	SDM	Universal	1	0	2	0	2	-1.609437912	2.45	UK
Berry	2003	Europe	Inverts	2055	N	SDM	Universal	1	0	4	0	4	-2.197224577	2.45	UK
Berry	2003	Europe	birds	2055	N	SDM	Universal	1	0	8	0	8	-2.833213344	2.45	UK
Harrison	2003	Europe	birds	2025	N	SDM	Universal	1	0	8	0	8	-2.833213344	0.8	UK
Harrison	2003	Europe	birds	2025	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	0.8	UK
Harrison	2003	Europe	birds	2025	N	SDM	Universal	0.8	0	8	0	8	-2.833213344	0.8	UK
Harrison	2003	Europe	birds	2055	N	SDM	Universal	1	0	8	0	8	-2.833213344	1.1	UK
Harrison	2003	Europe	birds	2055	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	1.1	UK
Harrison	2003	Europe	birds	2055	N	SDM	Universal	0.8	0	8	0	8	-2.833213344	1.1	UK
Harrison	2003	Europe	birds	2025	N	SDM	Universal	1	0	8	0	8	-2.833213344	1.55	UK
Harrison	2003	Europe	birds	2025	N	SDM	Universal	0.95	0	8	0	8	-2.833213344	1.55	UK
Harrison	2003	Europe	birds	2025	N	SDM	Universal	0.8	1	8	0.125	8	-1.945910149	1.55	UK
Harrison	2003	Europe	birds	2055	N	SDM	Universal	1	0	8	0	8	-2.833213344	2.45	UK
Harrison	2003	Europe	birds	2055	N	SDM	Universal	0.95	1	8	0.125	8	-1.945910149	2.45	UK
Harrison	2003	Europe	birds	2055	N	SDM	Universal	0.8	1	8	0.125	8	-1.945910149	2.45	UK
Mohseni	2003	NAmerica	fish	2100	N	Mechanistic	Universal	1	0	57	0	57	-4.744932128	3	Global
Mohseni	2003	NAmerica	fish	2100	N	Mechanistic	Universal	0.95	0	57	0	57	-4.744932128	3	Global
Mohseni	2003	NAmerica	fish	2100	N	Mechanistic	Universal	0.8	0	57	0	57	-4.744932128	3	Global
Halloy	2003	AustraliaNewZealand	plants	2100	Y	SAR	Universal	1	312	613	0.508972268	6	0.035892923	3.6	NewZealand
Thomas	2004	NAmerica	mammals	2050	Y	SAR	Universal	1	5	96	0.05	96	-2.901421594	1.65	Global
Thomas	2004	NAmerica	mammals	2050	Y	SAR	Universal	1	7	96	0.07	96	-2.542726221	2.35	Global
Thomas	2004	NAmerica	mammals	2050	Y	SAR	None	1	17	96	0.18	96	-1.536234508	1.65	Global
Thomas	2004	NAmerica	mammals	2050	Y	SAR	None	1	19	96	0.2	96	-1.399366443	2.35	Global
Thomas	2004	AustraliaNewZealand	mammals	2050	Y	SAR	Universal	1	2	11	0.15	11	-1.504077397	1.6	Australia
Thomas	2004	AustraliaNewZealand	mammals	2050	Y	SAR	Universal	1	9	11	0.8	11	1.504077397	4.1	Australia
Thomas	2004	Africa	mammals	2050	Y	SAR	Universal	1	2	5	0.46	5	-0.405465108	2.3	Global
Thomas	2004	Africa	mammals	2050	Y	SAR	None	1	3	5	0.59	5	0.405465108	2.3	Global
Thomas	2004	NAmerica	birds 	2050	Y	SAR	Universal	1	6	186	0.03	186	-3.401197382	1.65	Global
Thomas	2004	NAmerica	birds 	2050	Y	SAR	Universal	1	7	186	0.04	186	-3.241475657	2.35	Global
Thomas	2004	NAmerica	birds 	2050	Y	SAR	None	1	15	186	0.08	186	-2.433613355	1.65	Global
Thomas	2004	NAmerica	birds 	2050	Y	SAR	None	1	15	186	0.08	186	-2.433613355	2.35	Global
Thomas	2004	Europe	birds 	2085	Y	SAR	Universal	1	2	34	0.06	34	-2.772588722	3.3	Global
Thomas	2004	Europe	birds 	2085	Y	SAR	None	1	13	34	0.38	34	-0.47957308	3.3	Global
Thomas	2004	AustraliaNewZealand	birds 	2050	Y	SAR	Universal	1	1	13	0.1	13	-2.48490665	1.6	Australia
Thomas	2004	AustraliaNewZealand	birds 	2050	Y	SAR	Universal	1	9	13	0.72	13	0.810930216	4.1	Australia
Thomas	2004	Africa	birds 	2050	Y	SAR	Universal	1	2	5	0.32	5	-0.405465108	2.3	Global
Thomas	2004	Africa	birds 	2050	Y	SAR	None	1	2	5	0.4	5	-0.405465108	2.3	Global
Thomas	2004	AustraliaNewZealand	amphibians	2050	Y	SAR	Universal	1	4	23	0.18	23	-1.558144618	1.6	Australia
Thomas	2004	AustraliaNewZealand	amphibians	2050	Y	SAR	Universal	1	15	23	0.67	23	0.628608659	4.1	Australia
Thomas	2004	AustraliaNewZealand	reptiles	2050	Y	SAR	Universal	1	3	18	0.14	18	-1.609437912	1.6	Australia
Thomas	2004	AustraliaNewZealand	reptiles	2050	Y	SAR	Universal	1	12	18	0.64	18	0.693147181	4.1	Australia
Thomas	2004	Africa	reptiles	2050	Y	SAR	Universal	1	7	26	0.27	26	-0.99852883	2.3	Global
Thomas	2004	Africa	reptiles	2050	Y	SAR	None	1	12	26	0.45	26	-0.15415068	2.3	Global
Thomas	2004	NAmerica	Inverts	2050	Y	SAR	Universal	1	2	41	0.04	41	-2.970414466	1.65	Global
